measure,year,units,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
Benzo(a)pyrene,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2008,µg/l,0,0.007554615,0,0,0,0,0.0075,0,0,0
Benzo(a)pyrene,2009,µg/l,0,0.0075,0,0,0,0,0.0075,0,0,0.002
Benzo(a)pyrene,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(a)pyrene,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2003,µg/l,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
Benzo(b)fluoranthene,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2008,µg/l,0,0.008250769,0,0,0,0,0.0075,0,0,0
Benzo(b)fluoranthene,2009,µg/l,0,0.0075,0,0,0,0,0.0075,0,0.014,0.0021
Benzo(b)fluoranthene,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(b)fluoranthene,2016,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",1998,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",1999,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2000,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2001,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2002,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2003,µg/l,0,0,0.001,0.001,0,0.001,0.001,0.001,0.002,0
"Benzo(g,h,i)perylene",2004,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2005,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2006,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2007,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2008,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2009,µg/l,0,0,0.004,0.004,0,0.004,0,0.004,0.004,0.002
"Benzo(g,h,i)perylene",2010,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2011,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2012,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2013,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2014,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2015,µg/l,0,0,0,0,0,0,0,0,0,0
"Benzo(g,h,i)perylene",2016,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2003,µg/l,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
Benzo(k)fluoranthene,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2008,µg/l,0,0.007547692,0,0,0,0,0.0075,0,0,0
Benzo(k)fluoranthene,2009,µg/l,0,0.0075,0,0,0,0,0.0075,0,0,0.0021
Benzo(k)fluoranthene,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Benzo(k)fluoranthene,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2008,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Berilium,2016,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,1998,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,1999,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2000,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2001,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2002,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2003,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2004,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2005,µg/l,0,0.10340625,0.139583333,0.0848,0,0.07146875,0.1021,0.106060606,0.113,0
beta-Hexaxchlorocyclohexane,2006,µg/l,0,0.053637931,0.0389,0.040461538,0,0.036074074,0.0468,0.033148148,0.044181818,0
beta-Hexaxchlorocyclohexane,2007,µg/l,0,0.012686275,0.007583333,0.007645161,0,0.007027778,0.020833333,0.005611111,0.007666667,0
beta-Hexaxchlorocyclohexane,2008,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2009,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2010,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2011,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2012,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2013,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2014,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2015,µg/l,0,0,0,0,0,0,0,0,0,0
beta-Hexaxchlorocyclohexane,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Bicarbonates,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Bicarbonates,1999,µg/l,0,191755.5556,205773.3333,191675.5556,0,213163.3333,227333.3333,196112.5,156173.3333,0
Bicarbonates,2000,µg/l,0,177228.5714,203083.3333,171555.5556,0,149444.4444,213250,154888.8889,166000,0
Bicarbonates,2001,µg/l,0,192743.3333,191960,163693.3333,0,162387.8788,226181.8182,153723.3333,169180,0
Bicarbonates,2002,µg/l,0,166255.5556,202985.7143,132936.5079,0,136317.9487,248481.8182,127951.2821,159890.9091,0
Bicarbonates,2003,µg/l,0,180250,218300,165353.0159,0,173155.5556,249550,174841.6667,181725,0
Bicarbonates,2004,µg/l,0,188155.1471,179445.4545,156758.9744,0,171144.4444,245016.6667,160472.7273,139730,0
Bicarbonates,2005,µg/l,0,186089.5833,207708.3321,169891.6664,0,187650.0001,271450.002,181349.9985,196416.6654,0
Bicarbonates,2006,µg/l,0,172542.8571,238266.6667,202419.4444,0,202947.2222,239290.9091,200433.3333,214941.6667,0
Bicarbonates,2007,µg/l,0,187519.2308,197755,177044.7222,0,183827.7778,230783.3333,186586.1111,194208.3333,0
Bicarbonates,2008,µg/l,0,196637.1429,208650.8333,193103.0303,0,195563.9394,244000,199889.4444,201499.1667,0
Bicarbonates,2009,µg/l,112341.6667,173395.2727,0,217726.6667,143970,217993.3333,227633.3333,217993.3333,0,279009.0909
Bicarbonates,2010,µg/l,0,181739.3548,0,0,0,0,194450,0,0,323725
Bicarbonates,2011,µg/l,0,181229.3333,251777.5,173850,175140,180278.4615,206010,184355.5556,212737.5,226408.3333
Bicarbonates,2012,µg/l,0,184529.0909,0,0,0,0,209400,0,0,235563.6364
Bicarbonates,2013,µg/l,0,199783.6111,0,0,0,0,196215,0,0,253898.3333
Bicarbonates,2014,µg/l,133183.3333,171971.6667,0,0,150316.3333,170930.8333,242704.1667,171535.8333,0,239072.2727
Bicarbonates,2015,µg/l,120780,181014.375,0,0,180731,182135.8333,227831.6667,182779.7222,0,230029.0833
Bicarbonates,2016,µg/l,110116.6667,180227.2727,0,0,141788.8889,187894.7222,193990.5,188270.5556,0,242984.25
Biochemical Oxygen,1998,µg/l,0,2452.380952,2710,2748.333333,0,2619.444444,28000,2392.5,5550,0
Biochemical Oxygen,1999,µg/l,0,4443.548387,4333.333333,3411.111111,0,2900.277778,6806.666667,3040.810811,5591.666667,0
Biochemical Oxygen,2000,µg/l,0,4514.285714,5016.666667,4219.444444,0,3769.444444,5908.333333,3866.666667,5866.666667,0
Biochemical Oxygen,2001,µg/l,0,3296.666667,3944,3338.666667,0,2950.30303,6454.545455,2826.969697,4528,0
Biochemical Oxygen,2002,µg/l,0,3874.074074,4218.181818,3481.666667,0,2494.444444,9945.454545,2738.888889,4809.090909,0
Biochemical Oxygen,2003,µg/l,0,3609.824561,2918.181818,1885.517241,0,1424.333333,5800,1532.666667,3230.909091,0
Biochemical Oxygen,2004,µg/l,0,3287.846154,3890.909091,2735.862069,0,1733.666667,4825,1863.636364,3810,0
Biochemical Oxygen,2005,µg/l,0,2674.305556,2680.833333,2026.388889,0,2352.5,5458.333333,2422.222222,2850,0
Biochemical Oxygen,2006,µg/l,0,1944.655172,3516.666667,2388.194444,0,1835.277778,4681.818182,2386.111111,4025,0
Biochemical Oxygen,2007,µg/l,0,1932.5,2608.333333,2595.16129,0,1979.361111,5416.666667,2367.5,3116.666667,0
Biochemical Oxygen,2008,µg/l,0,1714.444444,3628.333333,2520.15873,0,1907.878788,4550.909091,2381.666667,4005,0
Biochemical Oxygen,2009,µg/l,2250,1622.545455,3341.666667,2592.5,4605.454545,1958.421053,3938.333333,2132.051282,3491.666667,4758.333333
Biochemical Oxygen,2010,µg/l,2158.333333,1674.375,2675,2201.333333,4299.166667,1690,4014.166667,1964.166667,2725,3013.333333
Biochemical Oxygen,2011,µg/l,3378.26087,1419,2890,2162.857143,3081.818182,1000.238095,3539.166667,1360,2595.833333,4919.166667
Biochemical Oxygen,2012,µg/l,2218.181818,3027.8125,2684.583333,1986.666667,2692.5,1562.5,4658.181818,2107.777778,3285.652174,3644.545455
Biochemical Oxygen,2013,µg/l,2050,796.6666667,2682.083333,1735.789474,4012.5,2408.611111,4053.333333,2345.555556,2769.130435,3182.307692
Biochemical Oxygen,2014,µg/l,2133.333333,2052.666667,1839.230769,1487.066667,3475.833333,1775,5206.666667,2078.333333,2302.307692,5513.307692
Biochemical Oxygen,2015,µg/l,1908.333333,1476.25,2274,1412.307692,3081.818182,1873.333333,5975,2018.611111,2481.730769,6893.333333
Biochemical Oxygen,2016,µg/l,1483.333333,2097.118644,2054.230769,1371.666667,3645.454545,1706.388889,4250,1673.888889,1918.076923,10159.16667
Boron,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2008,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2012,µg/l,0,0,33.5,39.66666667,0,30.66666667,0,37.33333333,36,0
Boron,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Boron,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Cadmium,1998,µg/l,0,0.192857143,0.29,0.293243243,0,0.384054054,8.753333333,0.266923077,1.256666667,0
Cadmium,1999,µg/l,0,3.606428571,3.634285714,1.621578947,0,2.240526316,3.661428571,3.275897436,1.878571429,0
Cadmium,2000,µg/l,0,1.433142857,4.904285714,1.441315789,0,1.219473684,1.81,1.220526316,1.701428571,0
Cadmium,2001,µg/l,0,2.855833333,2.155555556,2.542592593,0,4.810740741,4.571,4.810740741,3.77,0
Cadmium,2002,µg/l,0,0.779411765,1.083333333,0.937931034,0,1.004642857,0.797272727,0.954642857,0.837777778,0
Cadmium,2003,µg/l,0,1.591288889,0.364833333,1.36225,0,2.679433333,1.3725,2.978551724,0.9025,0
Cadmium,2004,µg/l,0,2.756209677,0.428833333,0.713805556,0,0.396733333,0.8076,0.355083333,0.8305,0
Cadmium,2005,µg/l,0,5.657045455,1.716727273,1.002583333,0,0.237233333,0.726363636,0.2649,2.307727273,0
Cadmium,2006,µg/l,0,2.563385965,0.4801,0.618851852,0,0.3754,0.2894,0.2657,0.6312,0
Cadmium,2007,µg/l,0,5.664960784,0.804916667,0.529591549,0,0.259694444,0.399909091,0.288722222,1.180083333,0
Cadmium,2008,µg/l,0,0,1.030625,1.215590909,0,0.895789474,0,0.668545455,1.561,0
Cadmium,2009,µg/l,0.3,0,0.90125,0.75,0.3,1.243703704,0,0.867037037,5.023333333,0
Cadmium,2010,µg/l,0.2625,2.007109677,0.39,0.247222222,3.68,0.195888889,0.18475,0.223333333,0.290833333,0.333333333
Cadmium,2011,µg/l,0.166666667,1.657936667,0.111666667,0.089444444,1.798,0.050512821,0.696833333,0.081944444,0.086666667,0.25
Cadmium,2012,µg/l,0.25,0.424490625,0.06,0.016666667,0.689166667,0.05,0.119727273,0.016666667,0.05,0
Cadmium,2013,µg/l,0,0.081752778,0,0,0.365454545,0,0,0,0,0
Cadmium,2014,µg/l,0,0.05934375,0,0,0.092857143,0.025619048,0,0.031111111,0,0
Cadmium,2015,µg/l,0,0,0,0,0.352,0.014722222,0,0.005277778,0,0
Cadmium,2016,µg/l,0,0,0.532891667,0.0530625,0,0.045833333,0,0.070277778,0.905025,0
Calcium,1998,µg/l,0,51800,69270,55811.38889,0,56865.27778,65433.33333,56860.83333,67653.33333,0
Calcium,1999,µg/l,0,52391.29032,85709.16667,57886.66667,0,58666.66667,71500,57320.81081,76180.83333,0
Calcium,2000,µg/l,0,55685.71429,84666.66667,55938.88889,0,55813.88889,72608.33333,55955.55556,75491.66667,0
Calcium,2001,µg/l,0,54340,71850,58873.33333,0,59357.57576,72727.27273,60633.33333,67330,0
Calcium,2002,µg/l,0,47160.63492,64621.42857,51685.71429,0,52627.17949,81163.63636,52095.12821,60518.18182,0
Calcium,2003,µg/l,0,50462.83333,53550,50721.5,0,55711.11111,82633.33333,53672.22222,57666.66667,0
Calcium,2004,µg/l,0,50964.375,42718.18182,40579.23077,0,43700,82400,46052.12121,45090,0
Calcium,2005,µg/l,0,48359.72231,58299.99983,46520.27783,0,48429.44419,87883.33325,49373.88875,61267.5,0
Calcium,2006,µg/l,0,49878.71429,64908.33333,50997.22222,0,55758.33333,79563.63636,58141.66667,65683.33333,0
Calcium,2007,µg/l,0,50892.30769,59725,53285,0,52075,79333.33333,49775,58316.66667,0
Calcium,2008,µg/l,0,52439.36508,56013.33333,53140.83333,0,50628.78788,75918.18182,49338.88889,58495,0
Calcium,2009,µg/l,36525,48248.36364,48258.33333,51224.72222,51790,52732.36842,62091.66667,52622.05128,52872.5,0
Calcium,2010,µg/l,35600,47371.875,58838.33333,55146.66667,57029.16667,55297.77778,55550,58174.44444,57561.66667,110800
Calcium,2011,µg/l,35207.69231,35074.33333,54913.75,48825.55556,50625,52499.16667,39791.66667,57406.9697,55932.5,0
Calcium,2012,µg/l,33975,57400,64584.16667,54838.61111,49771.75,50261.11111,61069.09091,52574.16667,61295,0
Calcium,2013,µg/l,40966.66667,51625,59331.66667,56649.69697,58263.33333,53479.16667,61027.5,58810,58741.66667,89570.83333
Calcium,2014,µg/l,41608.33333,43845.16667,60897.5,49202.77778,64635,49002.77778,75198.33333,50823.88889,60065.83333,78150
Calcium,2015,µg/l,39125,42098.4375,62366.66667,49523.07692,55312.5,51909.72222,70594.16667,52762.77778,60550,86064.91667
Calcium,2016,µg/l,31908.33333,46244.41176,52758.46154,48918.18182,47068,57960.55556,60140.5,58116.38889,60969.23077,87661.08333
Carbonates,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2005,µg/l,0,0,0,37800.0012,0,47400.002,0,44400.002,23400,0
Carbonates,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2007,µg/l,0,0,19583.33333,10080,0,0,0,6000,12000,0
Carbonates,2008,µg/l,0,0,13930,0,0,6120,0,0,13845,0
Carbonates,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Carbonates,2015,µg/l,140300,0,0,0,0,0,0,0,0,0
Carbonates,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,1998,µg/l,0,0.047619048,0,0,0,0,0,0,0,0
Cesium,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2008,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Cesium,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Chemical Oxygen Demand (Cr),1998,µg/l,0,5290.47619,7666.666667,10431.94444,0,12100,7833.333333,2816.666667,10333.33333,0
Chemical Oxygen Demand (Cr),1999,µg/l,0,13678.8,32350,16750,0,18223.33333,19288.88889,20158.06452,38420,0
Chemical Oxygen Demand (Cr),2000,µg/l,0,11708.57143,29525,19858.33333,0,22955.55556,16416.66667,23680.55556,32283.33333,0
Chemical Oxygen Demand (Cr),2001,µg/l,0,12504.16667,18340,16916.66667,0,19872.72727,14588.88889,17793.93939,19050,0
Chemical Oxygen Demand (Cr),2002,µg/l,0,12106.06061,35900,32333.33333,0,27454.54545,14130,32060.60606,38000,0
Chemical Oxygen Demand (Cr),2003,µg/l,0,10926.84211,24818.18182,16375,0,16363.63636,17691.66667,18484.84848,27818.18182,0
Chemical Oxygen Demand (Cr),2004,µg/l,0,9139.846154,41145.45455,30481.66667,0,30622.22222,15383.33333,29000,42780,0
Chemical Oxygen Demand (Cr),2005,µg/l,0,7837.361111,0,30666.66667,0,0,16816.66633,0,0,0
Chemical Oxygen Demand (Cr),2006,µg/l,0,8651.948276,45680,36916.66667,0,23777.77778,14072.72727,19455.55556,39720,0
Chemical Oxygen Demand (Cr),2007,µg/l,0,8881.153846,43630,27857.44681,0,29996.9697,15850,30533.33333,44654.54545,0
Chemical Oxygen Demand (Cr),2008,µg/l,0,9567.936508,38536.36364,28416.98413,0,29496.9697,13590.90909,29282.77778,41890,0
Chemical Oxygen Demand (Cr),2009,µg/l,7025,8891.272727,33127.5,24218.69565,26301,22167.36842,11958.33333,23231.79487,34703.33333,48338.33333
Chemical Oxygen Demand (Cr),2010,µg/l,7183.333333,9984.6875,31701.66667,23743.77778,21587.5,23140,11424.16667,26648.88889,31714.16667,63204.16667
Chemical Oxygen Demand (Cr),2011,µg/l,5833.333333,10690,27496.66667,21236.03175,16057.5,20397.17949,9706.666667,23075.38462,29066.66667,58077.27273
Chemical Oxygen Demand (Cr),2012,µg/l,4958.333333,9883.125,33326.92308,21597.38095,23273.33333,23699.72222,16063.63636,24656.38889,32127.5,53118.18182
Chemical Oxygen Demand (Cr),2013,µg/l,2166.666667,11165.27778,32237.69231,24598.88889,24747.5,25518.05556,20250,26044.16667,44685.38462,68646.23077
Chemical Oxygen Demand (Cr),2014,µg/l,8750,11295.66667,26300.83333,22702.12121,31158.33333,16606.38889,32769.16667,14733.88889,32515,39170.23077
Chemical Oxygen Demand (Cr),2015,µg/l,11583.33333,10039.375,27819.16667,21432.05128,29425,13859.16667,56185.83333,12238.61111,27910.83333,60026.5
Chemical Oxygen Demand (Cr),2016,µg/l,10416.66667,10815.58824,29540.76923,23438.88889,38281.81818,13413.61111,45885.83333,14715.27778,35610,83723.25
Chemical Oxygen Demand (Mn),1998,µg/l,0,3919.047619,6450,5373.055556,0,3963.888889,9850,4973.333333,7615,0
Chemical Oxygen Demand (Mn),1999,µg/l,0,5938.064516,8130,5816.666667,0,6434.722222,9100,6139.189189,9212.5,0
Chemical Oxygen Demand (Mn),2000,µg/l,0,5780,7466.666667,6108.333333,0,6194.444444,7341.666667,6138.888889,8300,0
Chemical Oxygen Demand (Mn),2001,µg/l,0,5202.333333,5727,4672.666667,0,4189.69697,8190.909091,4059.69697,6139,0
Chemical Oxygen Demand (Mn),2002,µg/l,0,5443.666667,7350,5758.333333,0,6083.333333,7909.090909,5108.333333,8318.181818,0
Chemical Oxygen Demand (Mn),2003,µg/l,0,5615.166667,7890.909091,4131.47541,0,4269.69697,9733.333333,5480.909091,6514.545455,0
Chemical Oxygen Demand (Mn),2004,µg/l,0,5228.461538,5181.818182,4146.444444,0,4324,7875,4548.484848,5390,0
Chemical Oxygen Demand (Mn),2005,µg/l,0,4726.805556,4612.727273,3207.368421,0,3275.151515,8858.333333,3890,4727.272727,0
Chemical Oxygen Demand (Mn),2006,µg/l,0,4365.172414,5190,3652.727273,0,3580.555556,7863.636364,3613.888889,8167.5,0
Chemical Oxygen Demand (Mn),2007,µg/l,0,3063.846154,5884,4420.263158,0,3924.166667,7391.666667,4147.222222,6671.666667,0
Chemical Oxygen Demand (Mn),2008,µg/l,0,2958.412698,4276.666667,3443.571429,0,4079.69697,6289.090909,3886.666667,4969.166667,0
Chemical Oxygen Demand (Mn),2009,µg/l,1950,2150.909091,5136.666667,3617.948718,11204.54545,3730.263158,5250,3714.358974,6186.666667,8160.833333
Chemical Oxygen Demand (Mn),2010,µg/l,3633.333333,2900.3125,4548.333333,2870.769231,10019.16667,3248.888889,5530.833333,3861.388889,3929.166667,7210
Chemical Oxygen Demand (Mn),2011,µg/l,2520.833333,3484.827586,4315.833333,3107.460317,5698.333333,2990,4828.333333,3342.564103,4225,6020
Chemical Oxygen Demand (Mn),2012,µg/l,3259.090909,4264.375,5933.333333,3269.74359,7966.416667,3790.277778,5557.777778,3787.5,5868.333333,0
Chemical Oxygen Demand (Mn),2013,µg/l,2841.666667,3018.888889,5761.538462,3522.777778,5720,3451.388889,6249.166667,3656.666667,8414.615385,5605.384615
Chemical Oxygen Demand (Mn),2014,µg/l,2514.285714,2726,4334.545455,3312,5384.615385,4061.527778,7007.5,4248.055556,5534.545455,8318.461538
Chemical Oxygen Demand (Mn),2015,µg/l,2550,2060.625,5098.333333,3184.871795,5444.444444,4323.333333,8010,4819.166667,5163.076923,5145.25
Chemical Oxygen Demand (Mn),2016,µg/l,2573.333333,2261.176471,0,3748,6154.545455,4151.388889,6746.666667,4028.333333,7864.166667,6533.111111
